,index,code,name,grade,type,d_price,price,benefit,region_L,region_S,code_L,code_S,lat,lon
60,64,70228,이코노미 해운대,호텔,hotel,52000,52000,,부산,해운대,300000017,200000173,35.162297,129.159129
61,65,80584,부산 해운대 THE VAN HOTEL 해운대점,모텔,motel,70000,0,"❤️최초 스마트호텔❤️전 객실 욕조, 넷플릭스,모션배드 가능❤️로봇커피 제공❤️전 객실 기가지니 AI 음성인식 컨트롤❤️",부산,해운대,300000017,200000173,35.159229053819026,129.15389880123274
62,67,76524,부산 재송동 YAJA 재송점,모텔,motel,45000,0,★REIVEW EVENT★ 이용후기 이벤트,부산,해운대,300000017,200000173,35.1843832,129.12232089999998
63,68,88295,부산 재송동 비 스토리,모텔,motel,50000,0,,부산,해운대,300000017,200000173,35.18374662896303,129.12255040011837
64,69,87360,부산 해운대 오즈,모텔,motel,44000,0,⚡청결 최우선! 철저한 객실 청소,부산,해운대,300000017,200000173,35.162221764269475,129.15896444100133
65,70,99006,부산 해운대골든베이펜션,펜션,pension,50000,50000,,부산,해운대,300000017,200000173,35.1612059718936,129.163052442731
66,71,78912,부산 해운대 온다 호텔,모텔,motel,50000,0,매일 방역 장비로 소독 실시중!!,부산,해운대,300000017,200000173,35.1602598,129.15887529999998
67,72,73716,부산 해운대 ARK BLUE(아크블루),모텔,motel,40000,0,"코로나 관련 소독,방역 매일 진행중",부산,해운대,300000017,200000173,35.1595958,129.1565554
68,73,82602,부산 해운대 하운드 해운대 1호점 시그니처,모텔,motel,79000,0,2023년 4월 루프탑 수영장 오픈,부산,해운대,300000017,200000173,35.16102707054736,129.15678704996844
69,75,76462,부산 삼삼오오펜션,펜션,pension,99000,99000,,부산,해운대,300000017,200000173,35.15865537602193,129.17161231960284
70,76,67644,부산 재송동 맥스,모텔,motel,33000,0,,부산,해운대,300000017,200000173,35.18370120000001,129.1221918
71,77,82626,부산 해운대 하운드 해운대 2호점 가든&테라스,모텔,motel,79000,0,★하운드 해운대 가든&테라스 특별 이벤트★,부산,해운대,300000017,200000173,35.16116961570253,129.15704187165818
72,78,74866,부산 재송동 Hotel The Hit 센텀점,모텔,motel,43000,43000,전객실 Netflix/YouTube 시청가능 ^^공기청정기 설치,부산,해운대,300000017,200000173,35.1845434,129.1227293
73,79,67262,부산 해운대 V,모텔,motel,50000,0,✔✔✔1만원 즉시할인EVENT✔✔✔,부산,해운대,300000017,200000173,35.1613,129.15773409999997
74,80,82309,부산 해운대 호텔 인트로(INTRO),모텔,motel,50000,0,"☆전 객실 넷플릭스 무료시청, 에이스 침대 구비, 세스코 방역	☆",부산,해운대,300000017,200000173,35.15903502543728,129.15346836381983
75,81,92950,부산 해운대 호텔 위드,모텔,motel,49000,0,,부산,해운대,300000017,200000173,35.16078703321258,129.16687180549525
76,82,80411,부산 더크립56펜션,펜션,pension,0,0,,부산,해운대,300000017,200000173,35.1648939271196,129.1684012803
77,83,74449,부산 재송동 엘루이(HOTEL LRUI),모텔,motel,35000,35000,✌✌ 전체 객실 넷플릭스 서비스  ✌✌,부산,해운대,300000017,200000173,35.1841644,129.1230468
78,84,76046,부산 재송동 브라운도트 센텀점,모텔,motel,45000,0,,부산,해운대,300000017,200000173,35.1838079,129.12296149999997
79,85,78211,부산 해운대물고기펜션(블루라인1분),펜션,pension,40000,40000,,부산,해운대,300000017,200000173,35.158312662991314,129.1722308529074
80,86,74809,부산 재송동 WOW,모텔,motel,35000,0,,부산,해운대,300000017,200000173,35.1875013,129.1212399
81,87,75958,부산 해운대 JB디자인호텔,모텔,motel,65000,0,,부산,해운대,300000017,200000173,35.1616907,129.1580481
82,88,77497,부산 선트리호텔,펜션,pension,85000,110000,,부산,해운대,300000017,200000173,35.15950299,129.18320915
83,89,76540,브라운도트 센텀점,호텔,hotel,45000,250000,,부산,해운대,300000017,200000173,35.183809,129.122965
84,90,67324,부산 해운대 호텔 준(JUNE),모텔,motel,40000,0,✌✌개인 ID이용 넷플릭스 시청가능✌✌,부산,해운대,300000017,200000173,35.1621258,129.15865729999996
85,91,91885,부산 해운대 에피큐리언 레지던스 호텔,모텔,motel,0,0,주차 안내,부산,해운대,300000017,200000173,35.1605187633957,129.157382637178
86,92,66850,부산 해운대 쇼,모텔,motel,40000,0,,부산,해운대,300000017,200000173,35.1623172,129.15750330000003
87,93,73877,부산 해운대 더베이 호텔,모텔,motel,39800,60000,❤️넷플릭스&디즈니플러스 이용가능❤️,부산,해운대,300000017,200000173,35.1614736,129.15808570000002
88,94,81346,부산 해운대 호텔 휘겔리,모텔,motel,50000,0,⛲ 부산 해운대 최고의 오션뷰 루프탑!! 호텔 휘겔리 (ღ˘⌣˘ღ) ⛲,부산,해운대,300000017,200000173,35.1584543,129.1718999
89,95,77674,부산 해운대라메르펜션,펜션,pension,0,0,,부산,해운대,300000017,200000173,35.16017945696798,129.1621808745768
90,96,67950,부산 해운대 호텔아라,모텔,motel,35000,0,,부산,해운대,300000017,200000173,35.160032,129.15523380000002
91,97,69709,부산 해운대 리엔(LIEN) 호텔,모텔,motel,35000,0,❣전 객실 넷플릭스 이용가능❣,부산,해운대,300000017,200000173,35.1608015,129.1566209
92,98,67036,부산 재송동 제니스,모텔,motel,38000,0,,부산,해운대,300000017,200000173,35.1839122,129.12325499999997
93,99,67684,부산 해운대 게리쿠퍼,모텔,motel,40000,0,♥스크린영화룸❤넷플릭스 시청가능♥원두커피제공⏰구남로1분⏰해운대역2분⏰바닷가 도보3분♥,부산,해운대,300000017,200000173,35.1620134,129.15905339999995
94,100,68829,부산 해운대 S-one,모텔,motel,37000,30000,"아쿠아리움 할인권, 유람선 할인권 증정",부산,해운대,300000017,200000173,35.16142016,129.157544421
95,101,74875,부산 해운대 모모쥬스,모텔,motel,40000,0,,부산,해운대,300000017,200000173,35.159493,129.15423439999995
96,102,80680,부산 해운대 호텔 109,모텔,motel,45000,0,,부산,해운대,300000017,200000173,35.159308602219305,129.15330822618213
97,103,83889,경주 엘라포니시풀빌라,펜션,pension,195000,195000,,부산,해운대,300000017,200000173,35.7522586565625,129.492917989237
98,104,95156,부산 해운대 캔버스호스텔,모텔,motel,20000,0,,부산,해운대,300000017,200000173,35.15918155639896,129.15266617067098
99,105,87288,경주 더진현풀빌라,펜션,pension,99000,420000,,부산,해운대,300000017,200000173,35.7778366878881,129.323698536465
100,106,75636,부산 해운대 YAJA 해운대점,모텔,motel,100000,0,✿ 좋은숙박연구소 비품 제공 ✿,부산,해운대,300000017,200000173,35.1591165,129.15365510000004
101,107,67002,부산 해운대 호텔 폭시,모텔,motel,35000,0,해운대 폭시 Renewal 오픈,부산,해운대,300000017,200000173,35.1612877,129.1583005
102,108,67586,부산 해운대 클리프 베이 호텔,모텔,motel,45000,0,,부산,해운대,300000017,200000173,35.1607513,129.15689299999997
103,109,68802,부산 해운대 오렌지(Orange),모텔,motel,40000,0,⏰ 바닷가도보3분 ⏰ 지금 바로 예약하기!,부산,해운대,300000017,200000173,35.1596654,129.15439590000005
104,110,78936,부산 해운대 HAUTE(오뜨),모텔,motel,45000,0,❤️할인 이벤트,부산,해운대,300000017,200000173,35.1595797,129.1563797
105,111,77766,부산 해운대 G.P Hotel (지피호텔),모텔,motel,50000,60000,❣왔도다 ʕ•ᴥ•ʔ 최대 1만원 할인쿠폰 등장❣,부산,해운대,300000017,200000173,35.1606084,129.15776729999993
106,112,73813,부산 해운대 노엘 비지니스호텔,모텔,motel,45000,0,❣유러피안 조식 무료 제공❣,부산,해운대,300000017,200000173,35.1604729,129.15853449999997
107,113,76348,부산 반송 초원,모텔,motel,30000,30000,✨객실이 깨끗하고 쾌적한 숙소✨,부산,해운대,300000017,200000173,35.2257348,129.1482539
108,114,79899,부산 재송동 호텔 ro(로),모텔,motel,40000,0,,부산,해운대,300000017,200000173,35.1844371,129.1228256
109,115,73664,부산 해운대 T스테이,모텔,motel,45000,0,,부산,해운대,300000017,200000173,35.1615973,129.1588888
110,116,80213,부산 재송동 발렌타인,모텔,motel,0,0,,부산,해운대,300000017,200000173,35.18419859999999,129.1222031
111,117,81812,부산 해운대 호텔 에이(A),모텔,motel,40000,0,,부산,해운대,300000017,200000173,35.1606093,129.1575818
112,118,72488,부산 재송동 M6,모텔,motel,40000,0,,부산,해운대,300000017,200000173,35.1837478,129.1228436
113,119,68828,부산 해운대 싼타페(Santafe),모텔,motel,40000,0,"넓고쾌적한객실&넷플릭스 시청가능/고사양피시,바닷가의추억",부산,해운대,300000017,200000173,35.161657658,129.159035872
114,120,77884,부산 해운대 나인,모텔,motel,40000,0,,부산,해운대,300000017,200000173,35.159917351850865,129.15467632339104
115,121,72045,부산 재송동 NO.1(넘버원),모텔,motel,35000,45000,할인쿠폰 제공 /업그레이드 이벤트룸,부산,해운대,300000017,200000173,35.1841238,129.1225306
116,122,78838,부산 재송동 자라,모텔,motel,30000,0,,부산,해운대,300000017,200000173,35.1838509,129.12247060000004
117,123,94394,부산 바다펜션,펜션,pension,80000,80000,,부산,해운대,300000017,200000173,35.1614869256923,129.159938754804
118,124,79112,부산 해운대 파스텔,모텔,motel,25000,30000,,부산,해운대,300000017,200000173,35.1599388,129.1542587
119,125,83330,부산 해운대 더 비치 호텔,모텔,motel,34800,0,,부산,해운대,300000017,200000173,35.16229958242399,129.15832763812028
120,126,78768,부산 선트리 호텔,2성급,hotel,60000,120000,,부산,해운대,300000017,200000173,35.159506,129.183225
121,127,70336,해운대 쇼 호텔,호텔,hotel,45000,50000,,부산,해운대,300000017,200000173,35.162274,129.157468
122,128,67014,부산 해운대 호텔 오(O),모텔,motel,62000,0,,부산,해운대,300000017,200000173,35.1612227,129.15918050000005
123,129,95944,부산 해운대 호텔 엘본쓰,모텔,motel,69000,0,⭐23년 신축 OPEN 특가행사중⭐,부산,해운대,300000017,200000173,35.162288006208186,129.16078296385106
124,130,68807,부산 해운대 피카소,모텔,motel,32000,0,세탁실오픈,부산,해운대,300000017,200000173,35.1606991,129.15718219999997
125,131,74691,부산 재송동 호텔 센텀,모텔,motel,45000,0,,부산,해운대,300000017,200000173,35.1840053,129.1223453
126,132,98474,부산 시점풀빌라 해운대,펜션,pension,400000,400000,,부산,해운대,300000017,200000173,35.1575891788629,129.172891591169
127,133,93543,부산 해운대 호텔 소유 by,모텔,motel,60000,0,,부산,해운대,300000017,200000173,35.162288006208186,129.16078296385106
128,134,99212,부산 해운대 프로,모텔,motel,37000,100000,,부산,해운대,300000017,200000173,35.1616578,129.1633372
129,135,88142,부산 해운대 가든,모텔,motel,50000,50000,,부산,해운대,300000017,200000173,35.16164177181666,129.1628584720729
130,136,98227,부산 반월풀빌라,펜션,pension,217500,290000,,부산,해운대,300000017,200000173,35.1568850010982,129.173806957815
131,137,98810,경주 감성숙소더글램핑풀빌라,펜션,pension,159000,199000,,부산,해운대,300000017,200000173,35.8002545024469,129.271043892717
132,138,94944,부산 팝콘호스텔게스트하우스펜션,펜션,pension,150000,150000,,부산,해운대,300000017,200000173,35.1624947424571,129.165268311726
133,139,74184,부산 재송동 센텀J,모텔,motel,50000,0,,부산,해운대,300000017,200000173,35.186521,129.1220287
134,140,74685,부산 재송동 제우스,모텔,motel,40000,40000,,부산,해운대,300000017,200000173,35.1857116,129.1221489
135,141,76061,부산 해운대요트스테이펜션,펜션,pension,289000,340000,,부산,해운대,300000017,200000173,35.1605852197,129.1399467822
136,142,87695,부산 라포레키즈풀빌라,펜션,pension,0,0,,부산,해운대,300000017,200000173,35.1618683989172,129.158785451425
137,143,79746,부산 해운대 MS호텔,모텔,motel,0,0,,부산,해운대,300000017,200000173,35.1598337208665,129.1611167711834
138,144,94858,서귀포 3657펜션,펜션,pension,150000,150000,,부산,해운대,300000017,200000173,33.2363604766237,126.362132743179
139,145,96086,제주 하늘오름펜션,펜션,pension,60000,60000,,부산,해운대,300000017,200000173,33.4815600851502,126.751242910407
140,146,70167,해운대 호텔 준,호텔,hotel,45000,100000,,부산,해운대,300000017,200000173,35.162055,129.158716
141,147,70332,노엘 비지니스 호텔,호텔,hotel,60000,100000,,부산,해운대,300000017,200000173,35.160464,129.158541
142,148,76765,부산 반송 INN호텔,모텔,motel,45000,0,,부산,해운대,300000017,200000173,35.2327181,129.15540409999994
143,149,100313,부산 해운대 W 레지던스 호텔,모텔,motel,59000,85000,,부산,해운대,300000017,200000173,35.162963372923,129.15845336170355
144,150,73830,부산 씨앤요트스테이,펜션,pension,400000,500000,,부산,해운대,300000017,200000173,35.1597999012,129.1419584234
145,151,76248,부산 해운대낭만요트펜션,펜션,pension,300000,300000,,부산,해운대,300000017,200000173,35.1600176,129.1406109
146,152,86746,태안 씨네마펜션,펜션,pension,60000,60000,,부산,해운대,300000017,200000173,36.5194837238963,126.330664370552
147,153,98231,부산 해운대 명월가,펜션,pension,240000,320000,,부산,해운대,300000017,200000173,35.1640187403417,129.160258883607
148,154,100377,비트윈 해운대,펜션,pension,40000,40000,,부산,해운대,300000017,200000173,35.1631687811836,129.159955915472
149,155,100452,부산 시점해운대6F풀빌라,펜션,pension,240000,240000,,부산,해운대,300000017,200000173,35.1575891788629,129.172891591169
150,156,97873,부산 해운대 비트윈,모텔,motel,0,0,,부산,해운대,300000017,200000173,35.163177827536906,129.15996001646928
151,157,85185,해운대 달빛테라스펜션,펜션,pension,0,0,,부산,해운대,300000017,200000173,35.1606369629685,129.15898904213
152,158,86156,부산 아이리스요트펜션,펜션,pension,0,0,,부산,해운대,300000017,200000173,35.1597985733539,129.141957071839
153,159,88585,부산 폴앤풀키즈풀빌라,펜션,pension,0,0,,부산,해운대,300000017,200000173,35.1624947424571,129.165268311726
154,160,97581,양양 로데스풀빌라,펜션,pension,159000,250000,,부산,해운대,300000017,200000173,38.0170997203279,128.619240234693
155,0,72336,부산 광안리 HY리얼티 호텔,모텔,motel,35000,0,,부산,광안리 / 센텀,300000017,200000174,35.1558521,129.12523179999994
156,1,68034,부산 광안리 와바클래식,모텔,motel,40000,0,[불꽃축제]객실 내 웰컴 와인+와인잔 무료 서비스 Valhondo Cava Brut,부산,광안리 / 센텀,300000017,200000174,35.1567499,129.12550499999998
157,2,73338,하운드 광안리,2성급,hotel,60000,200000,,부산,광안리 / 센텀,300000017,200000174,35.148902,129.114536
158,3,76681,H Avenue 광안리해변점,2성급,hotel,69000,69000,✨전 객실 조식뷔페 서비스(이코노미 제외)✨,부산,광안리 / 센텀,300000017,200000174,35.153971,129.124535
159,4,72393,부산도시공사 아르피나,리조트,resort,77000,77000,,부산,광안리 / 센텀,300000017,200000174,35.164674,129.138321
160,5,69848,호텔 호메르스 광안리,3성급,hotel,95000,270000,,부산,광안리 / 센텀,300000017,200000174,35.153427,129.117996
161,6,73803,센텀 프리미어 호텔,호텔,hotel,169400,169400,,부산,광안리 / 센텀,300000017,200000174,35.166953,129.131608
162,7,76366,베스트 루이스 해밀턴 광안점,2성급,hotel,65550,69000,,부산,광안리 / 센텀,300000017,200000174,35.155605,129.124009
163,8,78275,광안리 그레이 193 호텔,호텔,hotel,55000,55000,⭐2023 AGODA 리뷰어워드 수상⭐,부산,광안리 / 센텀,300000017,200000174,35.153971,129.124535
164,9,70352,켄트호텔 광안리 by 켄싱턴,호텔,hotel,79900,79900,,부산,광안리 / 센텀,300000017,200000174,35.154296,129.119062
165,10,83437,부산 AG405,호텔,hotel,120000,120000,"★ 전객실 NETFLIX, YOUTUBE 시청가능 ★",부산,광안리 / 센텀,300000017,200000174,35.156492,129.134626
166,11,83664,부산 광안리 스튜디오202,호텔,hotel,60000,60000,,부산,광안리 / 센텀,300000017,200000174,35.149945,129.114892
167,12,85789,호텔 프리마베라 in BUSAN,호텔,hotel,55000,300000,⭐️불꽃 축제 전고객 루프탑에서  관람가능⭐️,부산,광안리 / 센텀,300000017,200000174,35.153971,129.124515
168,13,89021,광안리 더클럽 호텔,호텔,hotel,229000,990000,,부산,광안리 / 센텀,300000017,200000174,35.15397046549611,129.12451507689977
169,14,78314,오션 더 포인트 호텔 광안리,2성급,hotel,60000,60000,❤️ 우리 댕댕이를 위한 애견동반 객실을 준비하였습니다.,부산,광안리 / 센텀,300000017,200000174,35.153971,129.124535
170,15,83015,광안리 디 옴므 호텔,호텔,hotel,51000,1000000,,부산,광안리 / 센텀,300000017,200000174,35.153971,129.124515
171,16,77690,부산 광안리 오션 투헤븐,2성급,hotel,72000,165000,✨오션투헤븐 호텔만의 불꽃축제 특별 EVENT✨,부산,광안리 / 센텀,300000017,200000174,35.153971,129.124535
172,17,77604,광안리 오션스테이 호텔,호텔,hotel,55000,55000,"⭐전 객실 넷플릭스, 공기청정기 구비⭐",부산,광안리 / 센텀,300000017,200000174,35.153971,129.124535
173,18,81784,부산 호텔 마레,호텔,hotel,45000,45000,,부산,광안리 / 센텀,300000017,200000174,35.14857092777006,129.1137135702226
174,19,69856,해운대 센텀 호텔,호텔,hotel,158400,158400,,부산,광안리 / 센텀,300000017,200000174,35.167807,129.132831
175,20,83478,광안 스테이 호텔,호텔,hotel,45000,600000,,부산,광안리 / 센텀,300000017,200000174,35.157844,129.126723
176,21,85603,광안리 문 베이 호텔,호텔,hotel,45000,50000,,부산,광안리 / 센텀,300000017,200000174,35.150669,129.115398
177,22,92958,효이스테이 센텀호텔,호텔,hotel,75000,75000,,부산,광안리 / 센텀,300000017,200000174,35.167811933834656,129.13281645205745
178,23,88928,부산 센텀 빅토리아호텔,호텔,hotel,73000,73000,,부산,광안리 / 센텀,300000017,200000174,35.167811933834656,129.13281645205745
179,24,81323,호텔 센트럴베이 광안리,3성급,hotel,100000,100000,,부산,광안리 / 센텀,300000017,200000174,35.15148,129.116436
180,25,73460,호텔 런더너 광안리,2성급,hotel,55000,200000,,부산,광안리 / 센텀,300000017,200000174,35.157658,129.128705
181,28,73324,H Avenue 광안리점,1성급,hotel,74000,200000,,부산,광안리 / 센텀,300000017,200000174,35.153183,129.124689
182,29,86246,"효이스테이 더 광안 (구, 그랜드테라스)",호텔,hotel,55900,139000,,부산,광안리 / 센텀,300000017,200000174,35.149946,129.115306
183,30,100012,센텀프라임호텔,호텔,hotel,128700,128700,,부산,광안리 / 센텀,300000017,200000174,35.166924467212894,129.13158496020827
184,31,100040,더퍼스트 효이스테이 광안리,호텔,hotel,49000,300000,,부산,광안리 / 센텀,300000017,200000174,35.14994632545314,129.11530571611078
185,32,78280,광안리 호텔 메종,호텔,hotel,35000,60000,,부산,광안리 / 센텀,300000017,200000174,35.156997,129.125544
186,33,69862,호텔 아쿠아 펠리스,3성급,hotel,81000,81000,,부산,광안리 / 센텀,300000017,200000174,35.154032,129.118782
187,34,99074,이제 부산,호텔,hotel,200000,200000,★석식+조식+수영장 포함의 오픈특가★,부산,광안리 / 센텀,300000017,200000174,35.219832815451504,129.2267529794429
188,35,82950,광안리 위더스오션,호텔,hotel,39000,599000,,부산,광안리 / 센텀,300000017,200000174,35.149946,129.115306
189,36,93719,WABA 클래식,호텔,hotel,40000,400000,11월 평일  출장  이벤트,부산,광안리 / 센텀,300000017,200000174,35.156745264744686,129.12549047379656
190,37,71996,광안리 마린뷰호텔,호텔,hotel,0,0,,부산,광안리 / 센텀,300000017,200000174,35.153971,129.124535
191,38,74981,광안리 호텔 오션뷰,2성급,hotel,70000,70000,,부산,광안리 / 센텀,300000017,200000174,35.153971,129.124535
192,39,76660,부산 광안리 투헤븐,호텔,hotel,0,0,광안리에서 가장 가성비 좋은 숙소!,부산,광안리 / 센텀,300000017,200000174,35.149509,129.114585
193,40,76302,HY 리얼티 호텔,호텔,hotel,35000,100000,,부산,광안리 / 센텀,300000017,200000174,35.155858,129.125261
194,41,99052,센텀컨벤션호텔,호텔,hotel,120000,120000,,부산,광안리 / 센텀,300000017,200000174,35.167811933834656,129.13281645205745
