,index,code,name,grade,type,d_price,price,benefit,region_L,region_S,code_L,code_S,lat,lon
50,50,88386,인천(강화도) 호텔 더 블랙,모텔,motel,50000,0,,인천,강화,300000021,200000234,37.619476683478716,126.53838522627987
51,51,94434,강화 저어새펜션,펜션,pension,130000,130000,,인천,강화,300000021,200000234,37.6014558810944,126.401676531969
52,52,75395,강화도 호텔무무&펜션,펜션,pension,270000,270000,,인천,강화,300000021,200000234,37.620145433,126.4599649978
53,53,94369,강화 아이엠스파펜션,펜션,pension,110000,110000,,인천,강화,300000021,200000234,37.600333701791,126.404899715568
54,54,76673,"강화도 옥타곤펜션(독채,애견동반)",펜션,pension,210000,210000,,인천,강화,300000021,200000234,37.72067157464459,126.51192786304061
55,55,98397,강화도 프로포즈오션뷰펜션,펜션,pension,78000,78000,,인천,강화,300000021,200000234,37.5929582834661,126.459334611637
56,56,86664,강화도 플리트비체펜션,펜션,pension,59000,59000,,인천,강화,300000021,200000234,37.6069605455232,126.40131375529
57,57,83847,강화도 mj하우스펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.6642392704637,126.41007836449
58,58,77148,강화도 초당황토펜션,펜션,pension,250000,250000,,인천,강화,300000021,200000234,37.79979367,126.44058354
59,59,76973,강화도 로맨틱큐브B펜션,펜션,pension,69000,140000,,인천,강화,300000021,200000234,37.6019826146064,126.491277099631
60,60,71729,강화도 지중해펜션,펜션,pension,70000,70000,,인천,강화,300000021,200000234,37.6368692,126.3815909
61,61,74674,강화도 좋아요스파펜션(전객실 입욕제 제공),펜션,pension,71200,89000,,인천,강화,300000021,200000234,37.6061117562709,126.479364866548
62,62,78122,인천(강화도) N모텔,모텔,motel,50000,0,2023.6월 내부리모델링 완공!!!,인천,강화,300000021,200000234,37.62672136594463,126.53350266004941
63,63,84962,강화도 온다풀빌라,펜션,pension,170000,210000,,인천,강화,300000021,200000234,37.5912824677499,126.506925831101
64,64,76164,강화도 준라이브펜션,펜션,pension,80000,80000,,인천,강화,300000021,200000234,37.72183010112179,126.40482916964184
65,65,86900,강화도 아라펜션,펜션,pension,55000,55000,,인천,강화,300000021,200000234,37.6201499057398,126.381687780433
66,66,76951,강화도 들꽃펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.6179337,126.388537
67,67,94621,강화도 하이마리스테이펜션,펜션,pension,225000,225000,,인천,강화,300000021,200000234,37.6029866305689,126.457230103285
68,68,86868,인천(강화도) 화이트빌펜션,모텔,motel,79000,0,,인천,강화,300000021,200000234,37.613258562626356,126.45584291050787
69,69,71964,강화도 팜스하우스펜션,펜션,pension,69000,69000,,인천,강화,300000021,200000234,37.5937385693,126.4328674656
70,70,85516,강화도 태그하우스펜션,펜션,pension,130000,130000,,인천,강화,300000021,200000234,37.5916434833827,126.506665065123
71,71,78123,인천(강화도) 바다산책,모텔,motel,0,0,✨앞마당의 바다✨,인천,강화,300000021,200000234,37.66510910834898,126.52782681163944
72,72,77526,강화도 나무와나무펜션,펜션,pension,150000,150000,,인천,강화,300000021,200000234,37.77260402058619,126.50613856388532
73,73,87147,강화도 감성힐링여행빈티지박스가족스파펜션,펜션,pension,98100,109000,,인천,강화,300000021,200000234,37.6220658509371,126.380489912548
74,74,71008,강화도 숲속의오후펜션,펜션,pension,80000,80000,,인천,강화,300000021,200000234,37.6081562515247,126.401903951486
75,75,89456,강화도 하이맘키즈가족펜션강화블랙,펜션,pension,59000,79000,,인천,강화,300000021,200000234,37.5930673803696,126.458270941725
76,76,72131,강화도 헤밍웨이스파펜션(전객실입욕제제공),펜션,pension,0,0,,인천,강화,300000021,200000234,37.6059448,126.4795573
77,77,74339,강화도 도우제펜션,펜션,pension,150000,150000,,인천,강화,300000021,200000234,37.6307548919,126.3751865943
78,78,80305,강화도 플루메리아펜션,펜션,pension,110000,110000,,인천,강화,300000021,200000234,37.6360502,126.380422
79,80,70985,강화도 나눔펜션(키즈 풀빌라 수영장),펜션,pension,80000,100000,,인천,강화,300000021,200000234,37.6106308,126.3843872
80,81,86670,강화도 어시장바로앞펜션(침대2),펜션,pension,100000,100000,,인천,강화,300000021,200000234,37.6391389574595,126.391611968144
81,82,79466,강화도 꿈길속에펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.5955487738972,126.462033455322
82,83,75580,석모도 박정아펜션(애견동반),펜션,pension,80000,80000,,인천,강화,300000021,200000234,37.6553222378,126.3285591849
83,84,69344,강화도(석모도) 바다가보이는사이판,모텔,motel,40000,40000,,인천,강화,300000021,200000234,37.7046062,126.3679435
84,85,75902,"강화도 정원펜션(수영장 OPEN, 동막 해수욕장)",펜션,pension,0,0,,인천,강화,300000021,200000234,37.6007847795191,126.456850210644
85,86,73872,강화도 바닷가노을펜션,펜션,pension,120000,120000,,인천,강화,300000021,200000234,37.6004065134,126.4907097401
86,87,73873,강화도 하늘아래펜션(루지에서 7분거리),펜션,pension,90000,90000,,인천,강화,300000021,200000234,37.6002243088,126.5124213634
87,88,86638,강화도 허브펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.6003163387042,126.456630306966
88,89,71873,석모도(섬) 언덕위에하얀집펜션,펜션,pension,80000,80000,,인천,강화,300000021,200000234,37.6817803,126.3230571
89,90,71263,강화도 아뜰리에펜션,펜션,pension,60000,60000,,인천,강화,300000021,200000234,37.6358316232,126.3818102719
90,91,71554,강화도 초록별펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.593235,126.4367519
91,92,71870,강화도 힐마레펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.6033256,126.4914717
92,93,81602,강화(석모도) 보문장,모텔,motel,50000,50000,,인천,강화,300000021,200000234,37.6864452,126.3172001
93,94,86683,강화도 아나의섬스파펜션(사계절개별바베큐),펜션,pension,110000,110000,,인천,강화,300000021,200000234,37.621014110074,126.379351885019
94,95,71574,강화도 농부의아침펜션,펜션,pension,90000,90000,,인천,강화,300000021,200000234,37.607255118146,126.42137186699
95,96,68892,인천(강화도) 스위스랜드,모텔,motel,50000,50000,,인천,강화,300000021,200000234,37.622039,126.4746352
96,97,77108,강화도 놀토독채펜션,펜션,pension,80000,80000,,인천,강화,300000021,200000234,37.74412832,126.46129374
97,98,74928,강화도 하늘빛펜션,펜션,pension,70000,70000,,인천,강화,300000021,200000234,37.6135200179,126.3852795515
98,99,74429,강화도 샤르망펜션,펜션,pension,80000,80000,,인천,강화,300000021,200000234,37.6637702163,126.4109417309
99,100,70932,강화도 바닷가펜션,펜션,pension,80000,80000,,인천,강화,300000021,200000234,37.6294864,126.3772737
100,101,79839,강화도 힐링하우스펜션,펜션,pension,250000,250000,,인천,강화,300000021,200000234,37.6956467950232,126.433827576258
101,102,75957,강화도(석모도) 스케치펜션(리뉴얼),펜션,pension,80000,80000,,인천,강화,300000021,200000234,37.653302599,126.335938621
102,103,71572,강화도 그랑블루펜션,펜션,pension,53000,53000,,인천,강화,300000021,200000234,37.5955299,126.5041185
103,105,81411,강화도 민들레펜션,펜션,pension,120000,120000,,인천,강화,300000021,200000234,37.7976763723745,126.446444460602
104,106,72941,강화도 아라뜰펜션1호,펜션,pension,120000,120000,,인천,강화,300000021,200000234,37.6838156749,126.4212809887
105,107,71815,강화도 루치아펜션,펜션,pension,130000,130000,,인천,강화,300000021,200000234,37.6185301,126.4025245
106,108,69880,강화도 더노을펜션,펜션,pension,55000,55000,,인천,강화,300000021,200000234,37.6079525966459,126.458041932739
107,109,79900,강화도 무지개글램핑장,펜션,pension,0,0,,인천,강화,300000021,200000234,37.7947758790018,126.455829429051
108,110,71763,강화도 콘체르트애견동반펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.6076471896425,126.401333393242
109,111,86912,강화도 다은펜션,펜션,pension,79000,79000,,인천,강화,300000021,200000234,37.595597920748,126.43929742833
110,112,86703,강화도 산들바다키즈가족펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.5959494798695,126.456027050527
111,113,76925,강화도 글로리아펜션,펜션,pension,350000,350000,,인천,강화,300000021,200000234,37.7223416,126.4040674
112,114,77118,강화도 로맨틱큐브펜션,펜션,pension,109000,180000,,인천,강화,300000021,200000234,37.6024022,126.49133936
113,115,79737,강화도 바다요정펜션,펜션,pension,119000,140000,,인천,강화,300000021,200000234,37.5951365632291,126.446520113202
114,116,71046,강화도 천사의아침펜션,펜션,pension,75000,100000,,인천,강화,300000021,200000234,37.5958429,126.4556575
115,117,86610,강화도 화이트빌펜션(바베큐장),펜션,pension,60000,60000,,인천,강화,300000021,200000234,37.6132585221184,126.455842887753
116,118,87633,강화도 해나루펜션,펜션,pension,119000,119000,,인천,강화,300000021,200000234,37.587084676361,126.520857528312
117,119,77542,강화도 솔정펜션,펜션,pension,120000,120000,,인천,강화,300000021,200000234,37.65278345014031,126.51060022014323
118,120,76824,강화도 메종드라메르펜션,펜션,pension,90000,90000,,인천,강화,300000021,200000234,37.5973979,126.4599138
119,121,79791,강화도 피노키오랑코끼리펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.602469551874,126.398588431658
120,122,77110,강화도 해와달펜션,펜션,pension,120000,120000,,인천,강화,300000021,200000234,37.60393086,126.40943892
121,123,77123,강화도 쉼펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.59887442,126.46217971
122,124,71122,강화도 플로망스풀빌라,펜션,pension,100000,120000,,인천,강화,300000021,200000234,37.6245338,126.3766679
123,125,71610,강화도 웨스트포인트펜션,펜션,pension,70000,70000,,인천,강화,300000021,200000234,37.6098537,126.3866521
124,126,86650,강화도 피크닉펜션(동막해변),펜션,pension,0,0,,인천,강화,300000021,200000234,37.6137554139158,126.460395391464
125,127,71656,강화도 은빛비치는들펜션,펜션,pension,100000,100000,,인천,강화,300000021,200000234,37.6061188,126.4581402
126,128,77078,강화도 이삭펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.60094282,126.45739964
127,129,71924,강화도 장보고한옥펜션,펜션,pension,140000,140000,,인천,강화,300000021,200000234,37.7626627,126.4468358
128,130,88778,강화도 화이트스톤펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.6089189721253,126.386294566426
129,131,81436,강화도 바닷가뜨락펜션,펜션,pension,69000,69000,,인천,강화,300000021,200000234,37.6103004681935,126.389879619311
130,132,80460,강화도 우리바다펜션,펜션,pension,80000,80000,,인천,강화,300000021,200000234,37.6234062,126.3750971
131,133,79411,강화도 느티나무펜션,펜션,pension,69000,69000,,인천,강화,300000021,200000234,37.62338670892721,126.380993557284
132,134,98585,강화도 엘린휴버트독채펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.6044110333825,126.429521452137
133,135,71036,강화도 섬마을펜션,펜션,pension,120000,120000,,인천,강화,300000021,200000234,37.5918099,126.5160872
134,136,92266,강화도 돈대모루펜션(동막해수욕장),펜션,pension,140000,140000,,인천,강화,300000021,200000234,37.5936467629335,126.462123691262
135,137,78783,인천(강화도) 로마,모텔,motel,40000,40000,,인천,강화,300000021,200000234,37.6217127,126.53512649999993
136,138,71415,석모도 심플하우스펜션,펜션,pension,90000,90000,,인천,강화,300000021,200000234,37.6662260922962,126.367836007197
137,139,77673,강화도 별헤는집펜션(전객실 리모델링),펜션,pension,89000,89000,,인천,강화,300000021,200000234,37.5916400263381,126.51775375574644
138,140,71467,강화도 소고펜션(족구장),펜션,pension,88000,110000,,인천,강화,300000021,200000234,37.6374093,126.3920012
139,141,77067,강화도 썬하우스펜션,펜션,pension,59000,59000,,인천,강화,300000021,200000234,37.70605341,126.36695264
140,142,78289,강화도(석모도) 바바벨리펜션,펜션,pension,120000,120000,,인천,강화,300000021,200000234,37.6677586827936,126.3575895954264
141,143,74955,강화도 노을담은스파펜션(전객실 입욕제 제공),펜션,pension,75650,89000,,인천,강화,300000021,200000234,37.6062669977,126.4792633325
142,144,72359,강화도 태양의해변펜션,펜션,pension,100000,100000,,인천,강화,300000021,200000234,37.636099556239735,126.38619025973584
143,145,79406,강화도 아모테카페펜션,펜션,pension,58000,58000,,인천,강화,300000021,200000234,37.59451303097617,126.46203898683713
144,146,88129,강화도 벧엘펜션,펜션,pension,55000,55000,,인천,강화,300000021,200000234,37.635386911711,126.37531185711
145,147,77117,강화도 은가비펜션,펜션,pension,100000,100000,,인천,강화,300000021,200000234,37.68224741,126.39741868
146,148,86655,강화도 로뎀하우스펜션,펜션,pension,69000,69000,,인천,강화,300000021,200000234,37.5943887752335,126.434701400521
147,149,79273,강화도 갈릴리펜션,펜션,pension,90000,90000,,인천,강화,300000021,200000234,37.593677289418636,126.45193583636318
148,150,78799,강화도 라파밀리아펜션,펜션,pension,150000,150000,,인천,강화,300000021,200000234,37.68219082723764,126.39692486618226
149,151,83372,강화도 아기곰키즈스파펜션,펜션,pension,159000,179000,,인천,강화,300000021,200000234,37.7198489939785,126.415474313779
150,152,78595,인천(강화도) 탑모텔,모텔,motel,40000,40000,,인천,강화,300000021,200000234,37.765897,126.4547063
151,153,94515,강화 바다사랑펜션,펜션,pension,70000,70000,,인천,강화,300000021,200000234,37.5929768901143,126.458499640614
152,154,77138,강화도(석모도) 클럽피오씨펜션(A동),펜션,pension,80000,120000,,인천,강화,300000021,200000234,37.66765916,126.35060407
153,155,71423,강화도 요정들의선물펜션,펜션,pension,100000,100000,,인천,강화,300000021,200000234,37.5979518673,126.4621908775
154,156,86173,강화도 동검도한국빌라펜션,펜션,pension,80000,80000,,인천,강화,300000021,200000234,37.5816657752741,126.516500539391
155,157,86859,강화도 쟈밀나하펜션(사계절바베큐),펜션,pension,55100,58000,,인천,강화,300000021,200000234,37.6243652860159,126.378000958313
156,158,77119,강화도 휴엘펜션,펜션,pension,110000,110000,,인천,강화,300000021,200000234,37.723346,126.5021063
157,159,77101,강화도 쑥쑥펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.79587233,126.4574485
158,160,68252,강화(석모도) 제이,모텔,motel,40000,0,,인천,강화,300000021,200000234,37.6859759,126.3649583
159,161,78810,인천(석모도) 석모도호텔,모텔,motel,70000,70000,쉴만한 공간 카페 (장소 무료 제공),인천,강화,300000021,200000234,37.71212059999999,126.35525000000007
160,162,79405,강화도 별밭지기펜션,펜션,pension,45000,45000,,인천,강화,300000021,200000234,37.6061656094858,126.39316328741226
161,163,85041,강화도 장락재펜션,펜션,pension,160000,160000,,인천,강화,300000021,200000234,37.6364771534009,126.430868049305
162,164,77128,강화도 아트밸리펜션,펜션,pension,90000,90000,,인천,강화,300000021,200000234,37.73387385,126.44771858
163,165,71806,강화도 바오밥펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.6107824,126.3859362
164,166,66974,인천(강화) MOTEL 917,모텔,motel,40000,0,★강화도 최고 오션뷰 빠른입실 문의★,인천,강화,300000021,200000234,37.7011411,126.37691730000006
165,167,70923,강화도 낙조가보이는펜션 (선셋스팟),펜션,pension,89000,150000,,인천,강화,300000021,200000234,37.6183767,126.382515
166,168,84188,강화 터펜션,펜션,pension,59000,59000,,인천,강화,300000021,200000234,37.6112636696257,126.384840569419
167,169,88856,강화도 팽나무펜션,펜션,pension,80000,80000,,인천,강화,300000021,200000234,37.6176557103255,126.388094820627
168,170,74607,강화도 들국화펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.6113287836,126.4772437815
169,171,77666,강화도 어나더153펜션(애견펜션),펜션,pension,0,0,,인천,강화,300000021,200000234,37.59447245790946,126.43786670674083
170,172,86955,강화도 해오름펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.6819667630988,126.395641249345
171,173,71164,강화도 해오름빛펜션,펜션,pension,50000,50000,,인천,강화,300000021,200000234,37.6104292,126.4562874
172,174,88052,석모도 하늘아래독채펜션,펜션,pension,200000,200000,,인천,강화,300000021,200000234,37.68508671612,126.369265839345
173,175,77124,강화도 J모텔펜션,펜션,pension,50000,50000,,인천,강화,300000021,200000234,37.6861211,126.3649321
174,176,71141,"강화도 내리몽바닷가펜션(오션뷰, 바베큐)",펜션,pension,75650,89000,,인천,강화,300000021,200000234,37.6371502234,126.3970489233
175,177,74804,강화도 몽마르뜨펜션,펜션,pension,100000,100000,,인천,강화,300000021,200000234,37.5952763235,126.4610868693
176,178,71517,강화도 노을칸타타펜션,펜션,pension,70000,70000,,인천,강화,300000021,200000234,37.6075145,126.4016966
177,179,71180,강화도 하나비펜션,펜션,pension,100000,120000,,인천,강화,300000021,200000234,37.6007081,126.3879072
178,180,77605,강화도 아리하우스펜션,펜션,pension,70000,70000,,인천,강화,300000021,200000234,37.608161826764295,126.39872810592318
179,181,77121,강화도 누리펜션타운,펜션,pension,90000,120000,,인천,강화,300000021,200000234,37.60107130372577,126.49277072937114
180,182,70961,강화도 지베르니펜션(전객실 실내바베큐장),펜션,pension,0,0,,인천,강화,300000021,200000234,37.7050487,126.3696156
181,183,71551,강화도 데일리펜션,펜션,pension,60000,60000,,인천,강화,300000021,200000234,37.5928086,126.4367529
182,184,79512,인천(강화도) 캘리포니아,모텔,motel,35000,35000,,인천,강화,300000021,200000234,37.6968972512676,126.42642654418032
183,185,81332,"강화도 바닷가숲속펜션(단체,워크샵)",펜션,pension,100000,100000,,인천,강화,300000021,200000234,37.6633870833139,126.528603965032
184,186,71549,강화도 늘푸른펜션,펜션,pension,50000,50000,,인천,강화,300000021,200000234,37.6091379,126.3959424
185,187,76014,강화도 썬댄스펜션,펜션,pension,140000,140000,,인천,강화,300000021,200000234,37.5927730631,126.438214646
186,188,71712,강화도 동막골바다펜션,펜션,pension,150000,150000,,인천,강화,300000021,200000234,37.5935136,126.4589181
187,189,86384,강화도 더스타스파펜션,펜션,pension,71200,71200,,인천,강화,300000021,200000234,37.6061722637913,126.479805662763
188,190,78802,인천(강화도) 샤인,모텔,motel,45000,50000,장기방 예약 가능 (현장 문의 필요),인천,강화,300000021,200000234,37.6219936,126.53453200000001
189,191,69175,인천(강화도) W,모텔,motel,40000,0,★주차장 완비★ 주차 60대 가능,인천,강화,300000021,200000234,37.6264565,126.5338992
190,192,86403,강화도 하이맘키즈가족스파펜션옐로,펜션,pension,79000,89000,,인천,강화,300000021,200000234,37.6048474986695,126.422746419609
191,193,78798,인천(강화도) 블루,모텔,motel,35000,0,"1층 노래방, 세븐일레븐 편의점 입점",인천,강화,300000021,200000234,37.6368793,126.52820599999995
192,194,71855,강화도 쁘띠펜션(키즈스위밍풀빌라),펜션,pension,100000,100000,,인천,강화,300000021,200000234,37.6231549,126.3819246
193,196,76339,강화도 큐티펜션,펜션,pension,59000,100000,,인천,강화,300000021,200000234,37.6173080589528,126.38327301771555
194,197,75841,강화도 노을과바다펜션,펜션,pension,550000,550000,,인천,강화,300000021,200000234,37.7177583283,126.3536058297
195,198,77463,강화도 노을바다 펜션,펜션,pension,80000,80000,,인천,강화,300000021,200000234,37.71096813,126.35745717
196,199,94514,강화 석모도돌모로펜션A동,펜션,pension,0,0,,인천,강화,300000021,200000234,37.705018315166,126.285908920325
197,200,77111,강화도 노을이머무는곳펜션,펜션,pension,100000,100000,,인천,강화,300000021,200000234,37.71162978,126.35586827
198,201,71377,강화도 파인트리펜션,펜션,pension,55000,65000,,인천,강화,300000021,200000234,37.6110609,126.3909992
199,202,71364,강화도 바다빛노을동산펜션,펜션,pension,75000,75000,,인천,강화,300000021,200000234,37.6188813,126.3806164
200,203,82834,강화도 유리바다펜션,펜션,pension,72900,72900,,인천,강화,300000021,200000234,37.7113978571826,126.356740688038
201,204,78795,인천(강화도) 에쿠스,모텔,motel,40000,40000,,인천,강화,300000021,200000234,37.637714751376194,126.39330705026246
202,205,71233,"강화도 아미바다펜션(오션뷰,개별바베큐,낙조맛집)",펜션,pension,200000,200000,,인천,강화,300000021,200000234,37.6151196,126.3799958
203,206,91081,강화도 풍경이머무는곳펜션,펜션,pension,60000,60000,,인천,강화,300000021,200000234,37.6394493632934,126.395102899139
204,207,76836,"강화도 마니올펜션(스파, 노천탕)",펜션,pension,0,0,,인천,강화,300000021,200000234,37.71134463815152,126.35710915776563
205,208,71831,강화도 카타나펜션,펜션,pension,0,0,,인천,강화,300000021,200000234,37.5941313,126.4521298
206,209,77122,강화도(석모도) 클럽피오씨펜션(B동),펜션,pension,90000,140000,,인천,강화,300000021,200000234,37.6678510422231,126.35048475078
207,210,79387,강화도 그랑빌펜션,펜션,pension,79000,79000,,인천,강화,300000021,200000234,37.58889162359296,126.50848268061483
208,211,70843,석모도(섬) 해비치펜션,펜션,pension,120000,120000,,인천,강화,300000021,200000234,37.6819892947296,126.323584039139
209,212,75734,강화도 파도소리펜션,펜션,pension,59400,66000,,인천,강화,300000021,200000234,37.6136894,126.3825278
210,213,87627,강화도 이즈바스파펜션,펜션,pension,49000,49000,,인천,강화,300000021,200000234,37.6250012947739,126.377115043136
211,215,77063,강화 스토리 펜션,펜션,pension,59000,59000,,인천,강화,300000021,200000234,37.59643008,126.44257157
212,216,77066,강화도 솔밭펜션,펜션,pension,80000,80000,,인천,강화,300000021,200000234,37.59338772,126.45790742
213,217,84861,강화도 엘리시아펜션,펜션,pension,120000,120000,,인천,강화,300000021,200000234,37.5946822951,126.4464254195
214,218,71011,강화도 마로니에펜션,펜션,pension,80000,80000,,인천,강화,300000021,200000234,37.615158,126.4394177
