,index,code,name,grade,type,d_price,price,benefit,region_L,region_S,code_L,code_S,lat,lon
36,36,76414,광주 금호 HOTEL HONEY25,모텔,motel,45000,0,2021 한국소비자 평가 우수 숙박시설  선정,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1327565,126.85873889999993
37,37,80796,광주 상무 궁,모텔,motel,45000,0,"다양한 먹거리, 전객실 넷플릭스(무료계정)",광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.149462,126.85288420000006
38,38,69489,광주 상무 호텔 스테이53,모텔,motel,66000,0,❤ 전 객실 스타일러 구비 /  넷플릭스 무료 시청 가능                                                                        넓고 깨끗한 객실...이 보다 완벽할 순 없다.. ❤,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1487743,126.8505113
39,39,84346,광주 금호 피아노(PIANO),모텔,motel,40000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.13133001194423,126.8584154103751
40,40,68758,광주 상무 호텔 오션(HOTEL OCEAN),모텔,motel,0,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.14961771466494,126.85212177749236
41,41,69338,광주 상무 호텔 맨하탄,모텔,motel,25000,0,"[청결&가성비 최고乃] 매일매일 선착순 특가이벤트, 안마의자&스타일러비치, 맨하탄으로 컴온 :)",광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1547292,126.84994719999997
42,42,85119,광주 상무 CS호텔,모텔,motel,0,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.14923353824497,126.85255470666233
43,43,82059,광주 상무 호텔 마스터스,모텔,motel,35000,35000,⭐️최대 1만원 즉시할인 쿠폰!! 대실/숙박 구분없이 할인 받고 예약하기⭐️,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.15225575930599,126.85052010752608
44,44,79817,광주 금호 명품 (1호점),모텔,motel,40000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.133036,126.8589402
45,45,69188,광주 상무 벤처호텔,모텔,motel,130000,0,"☘️스타일러, 공기청정기 구비 (전 객실)☘️",광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.15067629854991,126.8494999307653
46,46,73316,광주 금호 YAM 광주금호점,모텔,motel,45000,0,★즐길거리 많은 금호지구 먹자골목 핫플레이스★,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1327557,126.85850270000003
47,47,68759,광주 금호 선샤인,모텔,motel,30000,0,이벤트#선착순쿠폰 #전 객실 넷플릭스&비데 이용가능 #매일살균소독,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.13324421474752,126.85889567179328
48,48,76285,광주 상무 호텔 카르마,모텔,motel,45000,0,전객실넷플릭스 무료#유투브#배그PC#스타일러#위치乃   #게임가능 2PC룸.1PC룸.어메니티무료제공,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.154370699640786,126.8527476498498
49,49,69440,광주 상무 호텔 하바나(HOTEL HAVANA),모텔,motel,45000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1536502,126.8507682
50,50,78985,광주 상무 앨리스 비즈니스 호텔,모텔,motel,32000,32000,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1545688,126.84995600000002
51,51,68029,광주 풍암동 다이아,모텔,motel,40000,45000,전기차 충전기 설치 업소,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1264124,126.87910050000005
52,52,79144,광주 상무 EQ,모텔,motel,45000,50000,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1506082,126.8544323
53,53,66825,광주 상무 큐(Q),모텔,motel,35000,35000,● 대실 6시간 이벤트 - 자세한 사항은 요금예외사항을 참고해주세요!,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1520303,126.86565969999992
54,54,79262,광주 상무 벤틀리 비즈니스호텔,모텔,motel,55000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1490467,126.8522988
55,55,69749,광주 상무 호텔 수(HOTEL SU),모텔,motel,50000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1544849,126.85274679999998
56,56,76230,광주 상무 호텔 메이킹(HOTEL MAKING),모텔,motel,50000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1489407,126.85053340000002
57,57,69237,광주 상무 호텔 로미오(HOTEL ROMEO),모텔,motel,50000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.15425559056005,126.85274185970775
58,58,67151,광주 상무 숲,모텔,motel,30000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.14910651862939,126.85099041834921
59,59,79836,광주 상무 호텔 네모 (HOTEL NEMO),모텔,motel,45000,0,영화 예매권 무료증정 이벤트(1매)/일~목 해당 이벤트 객실 예약시,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1536264,126.8508539
60,60,68156,광주 상무 샤인호텔,모텔,motel,35000,0,⭐️최대 1만원 즉시할인 쿠폰!! 대실/숙박 구분없이 할인 받고 예약하기⭐️,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1524918,126.85052229999997
61,61,68763,광주 상무 호텔 갤러리(HOTEL GALLERY),모텔,motel,60000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.14946806396565,126.85320215229072
62,62,87903,광주 상무 라스베가스,모텔,motel,40000,0,"[청결,친절 인증 추천숙소乃] 전 객실 넷플릭스&디즈니&유튜브 무료시청가능, 삼성 스마트65인치 TV 구비✔️",광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.150156885992466,126.85498191613503
63,63,82329,광주 상무 부띠끄호텔와인,모텔,motel,77000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.14975257343586,126.85369080477204
64,64,74336,광주 상무 S호텔,모텔,motel,45000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1483479,126.8501567
65,65,72089,광주 상무 발렌시아,모텔,motel,30000,30000,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1484649,126.84989589999998
66,66,92824,광주 상무 M,모텔,motel,35000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.14935498991744,126.85276184059266
67,67,69405,광주 풍암동 S,모텔,motel,40000,50000,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.12651650954248,126.87932893870388
68,68,80718,광주 상무 체리,모텔,motel,35000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.15235671534784,126.84993921918728
69,70,79689,광주 농성동 호텔 어반라이프(LIFE&BUSINESS HOTEL),모텔,motel,65000,0,"Urban에서 제공하는 아메리카노 / KT Ai 기가지니 설치(넷플릭스,유튜브 등 다양한 컨텐츠 제공)",광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1604569,126.8845958
70,71,79023,광주 상무 호텔 더 메이,모텔,motel,66000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1545171,126.85277410000003
71,72,69206,광주 금호 월드,모텔,motel,40000,0,"예약할까 말까 고민하는 당신을 위한 무한쿠폰룸 50%단골반값쿠폰 + 즉시할인 + 2,000원 쿠폰 이벤트",광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1336848,126.85855809999998
72,73,67458,광주 상무 애플,모텔,motel,35000,40000,♥무한쿠폰룸 이용시 다음번에 사용할 수 있는 50% 쿠폰 제공♥,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1520133,126.86538109999992
73,74,69311,광주 금호 드림,모텔,motel,30000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1315384,126.85855939999999
74,75,73129,광주 상무 휴,모텔,motel,45000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1507486,126.8570841
75,76,80944,광주 양동 짝,모텔,motel,35000,40000,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1499076,126.90611050000007
76,77,73085,광주 상무 허니문,모텔,motel,35000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1519606,126.8640206
77,78,87092,광주 상무 궁전,모텔,motel,35000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.15165927079785,126.85741248839142
78,79,69178,광주 상무 T,모텔,motel,30000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.14912144633042,126.85075915615658
79,80,76744,광주 상무 호텔 유토피아,모텔,motel,30000,30000,매일매일 선착순 할인쿠폰 15% 이벤트 & 전 객실 넷플릭스 시청가능합니다.,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.154622,126.85051939999994
80,81,67923,광주 농성동 크리스탈,모텔,motel,30000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1529565,126.88701000000003
81,82,66989,광주 화정동 스퀘어,모텔,motel,40000,0,♥무한쿠폰룸 이용시 다음번에 사용할수 있는 50%쿠폰 제공♥ + 10% 즉시할인 쿠폰까지 꼭 놓치지 마세요!,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1578897,126.87974499999996
82,83,67175,광주 광천동 H 무인텔,모텔,motel,40000,50000,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1621818,126.8846199
83,84,79342,광주 상무 상지호텔,모텔,motel,40000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1527077,126.8505518
84,85,80157,광주 화정동 노블레스 비지니스,모텔,motel,33000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1582,126.880019
85,86,80243,광주 광천동 은하수,모텔,motel,30000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1623385,126.8827766
86,87,67100,광주 상무 S1 무인텔,모텔,motel,39000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1485122,126.85010579999994
87,88,81883,광주 상무 씨에프(cf),모텔,motel,40000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1520248,126.8674309
88,89,82561,광주 농성동 시안,모텔,motel,35000,0,"1층로비에 커피,다과,음료,얼음정수기 이용가능",광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.152500599531514,126.88440354786627
89,90,98975,광주 상무 넘버25 광주상무점,모텔,motel,50000,45000,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.15024294014507,126.85515715904812
90,91,72288,광주 상무 그린,모텔,motel,35000,0,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.1500146,126.8594161
91,92,100473,광주 H Avenue 광주금호점,호텔,hotel,58000,136000,,광주,서구 / 상무 / 유스퀘어,300000026,200000280,35.13155746323417,126.8588842358129
92,0,82629,광주 하남 호텔 H-EVIAN (에이치에비앙),모텔,motel,60000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.16094057791262,126.80291438729888
93,1,86565,광주 첨단 브라운도트 광주첨단점,모텔,motel,100000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.219629580518024,126.84942874978897
94,2,67235,광주 하남 호텔 더메종,모텔,motel,45000,45000,#배틀그라운드 가능 게임룸 구비(최고사양 PC) #전 객실 발마사지기 #75인치 TV 구비되어 있는 객실 보유,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.1608553,126.80401280000001
95,3,81023,광주 첨단 애플무인호텔,모텔,motel,35000,0,❤️전 객실 넷플릭스 시청 가능 / 빠른 입실 상품 보유❤️,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.220346071528525,126.8510699741703
96,4,78690,광주 노블스테이 호텔,호텔,hotel,91950,230000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.216773,126.849347
97,5,85928,광주 호텔 하이브인,호텔,hotel,100000,400000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.220173,126.848453
98,6,72973,광주 더존호텔,호텔,hotel,71000,111000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.215878,126.847716
99,7,79799,광주 첨단 더자라 무인호텔,모텔,motel,45000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.22093576475377,126.85191130859835
100,8,79290,광주 첨단 Soul 호텔,모텔,motel,60000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.2203483,126.8524196
101,9,70542,광주 하남 MVP 비지니스 호텔,모텔,motel,45000,50000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.160957075841125,126.80318176396028
102,10,74565,탑클라우드 호텔 광주,호텔,hotel,90000,195000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.220438,126.848198
103,12,73427,광주 마드리드 호텔,호텔,hotel,127000,198000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.138613,126.793498
104,14,89214,광주 브라운도트 호텔 첨단점,호텔,hotel,0,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.219629580518024,126.84942874978897
105,15,73995,광주 아우라 호텔,호텔,hotel,104000,198000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.138344,126.79286
106,16,87194,광주 호텔 써밋,호텔,hotel,69000,180000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.160712,126.802219
107,17,81072,호텔 여기어때 광주하남점,호텔,hotel,0,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.160779,126.804965
108,18,75661,엠파이어관광호텔,2성급,hotel,80000,100000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.216047,126.846272
109,19,98851,넘버25 광주 첨단점,호텔,hotel,70000,90000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.22051724055119,126.84775860207013
110,20,78201,광주 일번지 비즈니스 호텔,호텔,hotel,47000,47000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.220495,126.843475
111,22,76237,광주 광산구 하남 하운드호텔,호텔,hotel,95000,95000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.179428,126.803476
112,23,85876,광주 첨단 호텔 하이브 인,모텔,motel,90000,0,❣️ 2022.03 GRAND OPEN ❣️ 넷플릭스/누하스안마의자/스타일러/욕조/객실부분비치,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.22016981817685,126.84844995552226
113,24,78439,광주 첨단 수완,모텔,motel,60000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.185459981094496,126.83632584029988
114,25,87318,광주 하남 HOTEL SUMMIT (호텔 써밋),모텔,motel,69000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.16069561592501,126.80222356747285
115,27,85921,광주 하남 베스트세븐 호텔,모텔,motel,35000,0,소방안전원 교육생 숙박 할인 특전,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.160992211939856,126.80246784627798
116,28,80755,광주 첨단 HOTEL W,모텔,motel,50000,0,야간 대실 이벤트 진행 중!,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.2187138,126.8480174
117,29,69766,광주 송정역 호텔 더솔,모텔,motel,77000,0,모든 숙박 이용 고객님에게 조식이 유료화로 제공됩니다,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.142153,126.79457330000002
118,30,78834,광주 송정동 마드리드 호텔,모텔,motel,123000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.1387674,126.79353600000002
119,31,79677,광주 하남 일번지 비지니스 호텔,모텔,motel,0,0,"*대실을 운영하지 않는 프리미엄 비지니스 호텔, 일번지 #전 객실 스타일러 구비 #호텔식 운영 #전 객실 LG 퓨리케어 공기청정기 설치",광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.1625766,126.8033581
120,32,69763,광주 첨단 돔호텔,모텔,motel,0,0,Lg 스타일러.최고급 시몬스 프리미엄 매트리스,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.2198391,126.84519410000007
121,33,89386,광주 하남 하운드 광주하남,모텔,motel,60000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.17948505647778,126.80345238305794
122,34,97776,광주 첨단 호텔 토마토(Hotel Tomato),모텔,motel,40000,40000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.21906231074089,126.84698470776848
123,35,79465,광주 하남 썸 비지니스 호텔,모텔,motel,65000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.1790965,126.8039171
124,36,78938,광주 첨단 자라 호텔,모텔,motel,55000,0,"전객실 넷플릭스 시청가능,숙박시 조식 제공",광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.219463,126.84548359999997
125,37,73696,광주 첨단 포그니,모텔,motel,40000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.2164026,126.84766790000003
126,38,72419,광주 하남 YAJA 광주하남점 (광주광역시),모텔,motel,50000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.160683,126.80198859999996
127,39,79495,광주 송정동 아우라 호텔,모텔,motel,100000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.1383439,126.7928602
128,40,80967,광주 첨단 W 무인호텔,모텔,motel,70000,70000,# 포인트적립 이벤트,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.2151611,126.84538329999998
129,41,92008,광주 첨단 넘버25 광주첨단점,모텔,motel,55000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.22051724055119,126.84775860207013
130,42,82132,광주 첨단 벤틀리 호텔,모텔,motel,70000,0,✨전객실 넷플릭스&스파월풀 욕조&스타일러 이용 가능✨,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.22074403117818,126.851524104012
131,43,74197,광주 하남 호텔 더테라스,모텔,motel,50000,60000,"휴가 장병 숙박비 10%(토요일 제외) 할인,숯불 바베큐 가능, 스타일러 완비  + 맥도날드 맥모닝 조식 제공 (토,일,공휴일제외) - 체크인 시 프론트로 꼭 문의바랍니다.",광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.1604793,126.80416790000004
132,44,78588,광주 하남 어반스테이 호텔,모텔,motel,50000,50000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.1610209,126.80607510000004
133,45,73213,광주 하남 올레비지니스호텔,모텔,motel,0,0,"전객실 방역 / 한식뷔페 제공 / 드라이브(1주차1객실) 대실,숙박 예약가능",광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.1626654,126.80355899999995
134,46,74370,광주 첨단 더 시티호텔,모텔,motel,45000,55000,초미세먼지 전객실 공기청정기 조식제공(무한제공)/무한대실,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.2202857,126.84816539999997
135,47,73028,광주 첨단 더존호텔,모텔,motel,71000,0,광주국립과학관 및 광주비엔날레행사장 차량 20분 내,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.2159288,126.84766919999993
136,48,70482,광주 하남 HOTEL E,모텔,motel,45000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.1629926,126.8054513
137,49,85983,광주 하남 Hotel STAY35,모텔,motel,45000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.16084295375289,126.80461697935715
138,50,67181,광주 첨단 아바타호텔,모텔,motel,35000,0,넷플릭스 무료 시청!! 무한대실오픈: 10시~21시 마감 (최대10시간)  25000원,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.2186277,126.8449531
139,51,69585,광주 첨단 HOTEL VIEW(뷰),모텔,motel,45000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.2168164,126.84767529999999
140,52,78742,광주 첨단 노블스테이 호텔,모텔,motel,88890,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.2167731,126.84934729999998
141,53,75450,광주 하남 이끌림 비지니스호텔,모텔,motel,40000,0,전객실 무료 넷플릭스,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.1610978,126.80205939999996
142,54,81628,광주 첨단 SJ 무인호텔,모텔,motel,35000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.2201409,126.8514636
143,55,70502,광주 첨단 1번지 무인텔,모텔,motel,35000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.2201701,126.85078550000003
144,56,72536,광주 첨단 페라리 호텔,모텔,motel,70000,0,▶ 3층 카페테리아에서 조식 한정식 서비스를 제공합니다 :) / 직접 조리한 한정식 제공 !!,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.220956,126.85136369999998
145,57,77764,광주 첨단 일번지호텔,모텔,motel,45000,0,"카페테리아 운영, 스타일러/공기청정기 구비/넷플릭스 시청가능",광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.2204948,126.84347539999999
146,58,82115,광주 첨단 썸 무인텔,모텔,motel,50000,0,#무한대실/넷플릭스 시청/고사양 커플 PC룸 구비,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.215756921802914,126.84470078525514
147,59,68032,광주 첨단 마루 드라이브인 호텔,모텔,motel,50000,50000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.2187126,126.84829030000003
148,60,73767,광주 첨단 OX 드라이브인 무인텔,모텔,motel,40000,50000,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.2210662,126.84279859999992
149,61,73583,광주 첨단 예스무인호텔,모텔,motel,50000,0,,광주,광산구 / 첨단 / 송정역 / 하남,300000026,200000281,35.21683,126.84472410000001
